ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation,Cleaned_Review
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2021-02-17,Joyce1933,stopped working week really disappointed
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2018-10-02,William1658,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2016-12-17,Michael1017,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre.",5,Positive,Books,2022-09-01,Kylie9585,book okay favorite genre
An amazing read with a gripping story.,4,Positive,Books,2019-10-12,Maria5113,amazing read gripping story
Terrible fit and poor quality fabric.,1,Negative,Clothing,2022-02-10,George2464,terrible fit poor quality fabric
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2022-02-09,Michael2409,fits perfectly looks great would definitely consider buying
This product works perfectly. Highly recommended!,5,Positive,Electronics,2023-09-08,Marcus7861,product works perfectly highly recommended
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2018-02-04,Marissa7545,material average wearable would recommend anyone
The device is fine but nothing exceptional.,1,Negative,Electronics,2016-05-24,Matthew1359,device fine nothing exceptional
An amazing read with a gripping story.,2,Negative,Books,2022-11-05,Lisa1675,amazing read gripping story
Fits perfectly and looks great!,3,Neutral,Clothing,2015-11-09,Kaitlyn6241,fits perfectly looks great
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2023-08-27,Christy2444,book okay favorite genre would recommend anyone
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2022-10-19,Lisa8946,device fine nothing exceptional would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2017-07-09,Bernard5243,stopped working week really disappointed would recommend anyone
Fits perfectly and looks great!,5,Positive,Clothing,2022-02-15,Timothy1260,fits perfectly looks great
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-11-27,John4743,fits perfectly looks great would definitely consider buying
This product works perfectly. Highly recommended!,1,Negative,Electronics,2017-05-08,Michael5656,product works perfectly highly recommended
The device is fine but nothing exceptional.,2,Negative,Electronics,2016-11-13,Jerry1882,device fine nothing exceptional
It stopped working after a week.,1,Negative,Electronics,2023-01-23,James4891,stopped working week
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2015-07-24,Kathryn1717,fits perfectly looks great would definitely consider buying
Fits perfectly and looks great!.,4,Positive,Clothing,2021-03-10,John8359,fits perfectly looks great
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2020-08-14,Katherine2776,device fine nothing exceptional would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2015-04-14,Nathaniel2920,book okay favorite genre would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2023-08-19,Justin5077,stopped working week really disappointed would recommend anyone
Fits perfectly and looks great!,1,Negative,Clothing,2022-03-10,Margaret9569,fits perfectly looks great
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2015-02-07,Elizabeth3589,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre.",5,Positive,Books,2017-06-06,Donald9239,book okay favorite genre
The material is average but wearable.,1,Negative,Clothing,2022-04-21,Steven8059,material average wearable
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2016-12-30,Emily5882,stopped working week really disappointed
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2020-02-02,Pamela8839,amazing read gripping story loved would definitely consider buying
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2022-06-24,Peter2951,product works perfectly highly recommended would definitely consider buying
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-11-17,Michele3987,fits perfectly looks great would definitely consider buying
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2016-07-31,Albert9139,plot boring writing subpar
"The book is okay, but not my favorite genre.",1,Negative,Books,2018-06-17,Jose4945,book okay favorite genre
Fits perfectly and looks great!,3,Neutral,Clothing,2023-08-16,Chelsea5440,fits perfectly looks great
Fits perfectly and looks great!,3,Neutral,Clothing,2018-11-12,Keith5428,fits perfectly looks great
Fits perfectly and looks great!.,5,Positive,Clothing,2018-07-12,Robert3079,fits perfectly looks great
An amazing read with a gripping story. Loved it!,5,Positive,Books,2022-10-27,Adam8423,amazing read gripping story loved
The material is average but wearable.,5,Positive,Clothing,2017-04-28,Holly3654,material average wearable
Fits perfectly and looks great!.,1,Negative,Clothing,2017-12-15,Kimberly5876,fits perfectly looks great
Fits perfectly and looks great!,2,Negative,Clothing,2016-09-30,Alexandra3962,fits perfectly looks great
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2023-01-03,Taylor7861,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2023-08-05,Jennifer4082,terrible fit poor quality fabric would recommend anyone
An amazing read with a gripping story.,5,Positive,Books,2022-07-11,James9111,amazing read gripping story
"The book is okay, but not my favorite genre.",3,Neutral,Books,2022-12-17,Matthew4780,book okay favorite genre
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2016-02-15,Leah9288,amazing read gripping story loved would definitely consider buying
The device is fine but nothing exceptional.,5,Positive,Electronics,2020-12-17,Maria2442,device fine nothing exceptional
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2019-10-20,Jennifer4089,device fine nothing exceptional would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2022-10-08,Tyler7915,book okay favorite genre would recommend anyone
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2019-05-13,Ashley5479,stopped working week really disappointed
This product works perfectly. Highly recommended!,5,Positive,Electronics,2020-09-26,Lisa5397,product works perfectly highly recommended
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2019-08-05,Kelly8987,amazing read gripping story loved would definitely consider buying
Fits perfectly and looks great!.,5,Positive,Clothing,2022-12-03,Donna9293,fits perfectly looks great
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2018-08-18,Jonathan1443,product works perfectly highly recommended would definitely consider buying
"The plot was boring, and the writing was subpar.",1,Negative,Books,2019-06-05,Joan5588,plot boring writing subpar
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2023-12-21,Amber8925,terrible fit poor quality fabric would recommend anyone
An amazing read with a gripping story.,3,Neutral,Books,2018-03-10,Michael6641,amazing read gripping story
Fits perfectly and looks great!,5,Positive,Clothing,2021-10-07,Darren3957,fits perfectly looks great
The device is fine but nothing exceptional.,2,Negative,Electronics,2021-02-17,Anthony2700,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2020-06-15,Brian9707,plot boring writing subpar
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2019-03-27,Edward1917,device fine nothing exceptional would recommend anyone
This product works perfectly. Highly recommended!,5,Positive,Electronics,2015-07-05,Caroline4729,product works perfectly highly recommended
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2017-12-05,Anthony5127,fits perfectly looks great would definitely consider buying
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2022-05-23,Amanda1087,stopped working week really disappointed would recommend anyone
The material is average but wearable.,5,Positive,Clothing,2023-04-22,Kathryn9140,material average wearable
Terrible fit and poor quality fabric.,2,Negative,Clothing,2023-06-10,Mark4644,terrible fit poor quality fabric
The device is fine but nothing exceptional.,2,Negative,Electronics,2015-01-28,Michael2310,device fine nothing exceptional
"The book is okay, but not my favorite genre.",5,Positive,Books,2021-06-11,Chad3442,book okay favorite genre
This product works perfectly. Highly recommended!,4,Positive,Electronics,2015-02-25,Tasha4777,product works perfectly highly recommended
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2020-04-30,Nicole9793,fits perfectly looks great would definitely consider buying
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-07-21,Seth5449,terrible fit poor quality fabric
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2023-09-05,Caitlin1043,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre.",1,Negative,Books,2016-10-24,Richard7626,book okay favorite genre
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2019-03-16,Beth4845,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre.",3,Neutral,Books,2017-11-01,Leah1303,book okay favorite genre
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2017-01-29,Matthew4016,product works perfectly highly recommended would definitely consider buying
Fits perfectly and looks great!,1,Negative,Clothing,2021-09-14,Jeremy9658,fits perfectly looks great
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2015-08-24,Maria3846,amazing read gripping story loved would definitely consider buying
Fits perfectly and looks great!,1,Negative,Clothing,2016-07-01,Tiffany1203,fits perfectly looks great
The material is average but wearable.,3,Neutral,Clothing,2016-01-15,Edward8169,material average wearable
Fits perfectly and looks great!,4,Positive,Clothing,2022-03-31,Kim8677,fits perfectly looks great
The device is fine but nothing exceptional.,4,Positive,Electronics,2016-02-15,Justin6581,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",4,Positive,Books,2017-06-03,Tracy6500,plot boring writing subpar
"The plot was boring, and the writing was subpar.",5,Positive,Books,2015-05-19,Christopher7732,plot boring writing subpar
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2023-12-04,Evan2383,plot boring writing subpar would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2023-12-28,Anthony2793,amazing read gripping story loved would definitely consider buying
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2017-12-25,Bryan8115,amazing read gripping story loved would definitely consider buying
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2017-05-03,Angela5221,amazing read gripping story loved would definitely consider buying
This product works perfectly. Highly recommended!,4,Positive,Electronics,2018-02-27,Virginia6484,product works perfectly highly recommended
The device is fine but nothing exceptional.,3,Neutral,Electronics,2015-07-28,William7396,device fine nothing exceptional
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2018-04-02,William9072,stopped working week really disappointed would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2015-11-26,Richard4808,material average wearable would recommend anyone
"The plot was boring, and the writing was subpar.",1,Negative,Books,2018-04-20,Chris4925,plot boring writing subpar
The device is fine but nothing exceptional.,3,Neutral,Electronics,2020-01-02,Amy2987,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",4,Positive,Books,2018-10-16,Tyler5461,plot boring writing subpar
"The plot was boring, and the writing was subpar.",2,Negative,Books,2023-09-21,John7676,plot boring writing subpar
Terrible fit and poor quality fabric.,4,Positive,Clothing,2016-11-24,Heather5111,terrible fit poor quality fabric
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2021-07-04,Teresa5906,amazing read gripping story loved would definitely consider buying
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2022-07-14,Tina5523,material average wearable would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2018-10-02,Kevin5687,material average wearable
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2021-07-19,Erin8921,amazing read gripping story loved would definitely consider buying
Terrible fit and poor quality fabric.,2,Negative,Clothing,2021-07-30,Susan8664,terrible fit poor quality fabric
This product works perfectly. Highly recommended!,5,Positive,Electronics,2018-01-03,Shawn9573,product works perfectly highly recommended
Fits perfectly and looks great!,3,Neutral,Clothing,2018-07-20,Cynthia5926,fits perfectly looks great
"The plot was boring, and the writing was subpar.",4,Positive,Books,2015-03-24,Elizabeth5940,plot boring writing subpar
"The plot was boring, and the writing was subpar.",2,Negative,Books,2022-04-20,Melissa4774,plot boring writing subpar
It stopped working after a week.,1,Negative,Electronics,2018-06-20,Christopher1205,stopped working week
The device is fine but nothing exceptional.,1,Negative,Electronics,2015-11-11,Laurie5329,device fine nothing exceptional
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2019-08-29,Kristina4827,stopped working week really disappointed would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2017-02-09,Erin5220,material average wearable would recommend anyone
The material is average but wearable.,2,Negative,Clothing,2023-01-31,Angie4397,material average wearable
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2017-08-01,Nicholas6368,product works perfectly highly recommended would definitely consider buying
Fits perfectly and looks great!,1,Negative,Clothing,2022-08-08,Lauren9935,fits perfectly looks great
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2021-09-12,Jason5630,plot boring writing subpar would recommend anyone
It stopped working after a week.,1,Negative,Electronics,2015-02-16,Laura9558,stopped working week
This product works perfectly. Highly recommended!,5,Positive,Electronics,2023-01-12,Todd4463,product works perfectly highly recommended
"The book is okay, but not my favorite genre.",2,Negative,Books,2016-04-05,Carlos8648,book okay favorite genre
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2021-10-14,Shawn8904,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great!.,2,Negative,Clothing,2018-05-27,Brian9169,fits perfectly looks great
The device is fine but nothing exceptional.,4,Positive,Electronics,2019-07-08,Thomas8810,device fine nothing exceptional
Fits perfectly and looks great!.,2,Negative,Clothing,2020-05-09,Rachel8415,fits perfectly looks great
"The plot was boring, and the writing was subpar.",1,Negative,Books,2019-03-03,Kenneth9979,plot boring writing subpar
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2016-10-21,Terri7008,amazing read gripping story loved would definitely consider buying
Terrible fit and poor quality fabric.,2,Negative,Clothing,2022-07-18,Robert9010,terrible fit poor quality fabric
This product works perfectly.,4,Positive,Electronics,2015-06-30,Christina9957,product works perfectly
The material is average but wearable.,5,Positive,Clothing,2019-12-23,Daniel1693,material average wearable
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2023-07-20,Isaac9744,stopped working week really disappointed would recommend anyone
The device is fine but nothing exceptional.,5,Positive,Electronics,2017-02-01,David4957,device fine nothing exceptional
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-09-05,Michelle5388,terrible fit poor quality fabric
An amazing read with a gripping story. Loved it!,1,Negative,Books,2019-04-16,Michelle8868,amazing read gripping story loved
"The plot was boring, and the writing was subpar.",1,Negative,Books,2017-04-29,Meghan3799,plot boring writing subpar
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2020-03-27,Dylan2406,material average wearable would recommend anyone
Terrible fit and poor quality fabric.,5,Positive,Clothing,2015-03-24,Vicki5281,terrible fit poor quality fabric
It stopped working after a week.,5,Positive,Electronics,2018-11-11,Michelle6772,stopped working week
"The book is okay, but not my favorite genre.",5,Positive,Books,2018-08-14,Robert3635,book okay favorite genre
An amazing read with a gripping story. Loved it!,4,Positive,Books,2019-10-12,Alexandra3791,amazing read gripping story loved
"The book is okay, but not my favorite genre.",5,Positive,Books,2021-04-07,Jeremy3876,book okay favorite genre
Terrible fit and poor quality fabric.,2,Negative,Clothing,2015-02-07,Brooke9312,terrible fit poor quality fabric
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2020-10-03,Karen9471,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great!.,2,Negative,Clothing,2016-09-18,Deborah5364,fits perfectly looks great
Terrible fit and poor quality fabric.,5,Positive,Clothing,2021-12-19,Crystal9649,terrible fit poor quality fabric
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2017-11-21,Connie2621,plot boring writing subpar would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2016-11-12,Betty6697,fits perfectly looks great would definitely consider buying
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2016-04-29,Jorge3996,product works perfectly highly recommended would definitely consider buying
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2016-04-22,Austin4048,amazing read gripping story loved would definitely consider buying
Terrible fit and poor quality fabric.,4,Positive,Clothing,2017-04-23,Charles4285,terrible fit poor quality fabric
This product works perfectly.,2,Negative,Electronics,2019-09-05,Patricia1807,product works perfectly
The material is average but wearable.,3,Neutral,Clothing,2016-06-09,Mckenzie7077,material average wearable
This product works perfectly. Highly recommended!,5,Positive,Electronics,2018-07-30,Anna6782,product works perfectly highly recommended
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2017-07-22,Ashley3581,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2017-05-29,Rachel7389,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-02-24,Beverly4915,terrible fit poor quality fabric
An amazing read with a gripping story. Loved it!,4,Positive,Books,2020-05-30,Mario3053,amazing read gripping story loved
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2020-02-19,Gregory2148,plot boring writing subpar
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2017-12-27,Nicholas8973,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2022-01-18,Charles6803,device fine nothing exceptional would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2015-03-30,John7459,fits perfectly looks great would definitely consider buying
This product works perfectly.,4,Positive,Electronics,2021-02-24,Jessica9326,product works perfectly
Fits perfectly and looks great!,1,Negative,Clothing,2022-07-06,Aaron5595,fits perfectly looks great
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2021-02-27,Morgan7806,book okay favorite genre would recommend anyone
Fits perfectly and looks great!.,1,Negative,Clothing,2017-04-08,Paul9354,fits perfectly looks great
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2022-01-16,Teresa4637,stopped working week really disappointed
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2020-12-21,Joshua4779,stopped working week really disappointed would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,2,Negative,Electronics,2021-03-17,Patricia5719,product works perfectly highly recommended would definitely consider buying
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2015-06-04,Jasmine5417,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2021-06-12,Kimberly9389,device fine nothing exceptional would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2017-11-25,Thomas6919,stopped working week really disappointed would recommend anyone
Fits perfectly and looks great!.,5,Positive,Clothing,2020-11-07,William6124,fits perfectly looks great
Terrible fit and poor quality fabric.,5,Positive,Clothing,2022-04-18,Cory4061,terrible fit poor quality fabric
Fits perfectly and looks great!,1,Negative,Clothing,2022-04-08,Kevin4298,fits perfectly looks great
The device is fine but nothing exceptional.,5,Positive,Electronics,2015-11-23,Andrew5562,device fine nothing exceptional
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,1,Negative,Electronics,2018-04-26,Morgan3337,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2016-12-15,Brittany6427,stopped working week really disappointed would recommend anyone
"The book is okay, but not my favorite genre.",2,Negative,Books,2015-05-18,Kevin3918,book okay favorite genre
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2019-02-08,Thomas8982,fits perfectly looks great would definitely consider buying
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2023-09-11,Tyler7926,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2021-09-18,Sean7856,stopped working week really disappointed would recommend anyone
The material is average but wearable.,5,Positive,Clothing,2020-04-11,Ronald2544,material average wearable
The material is average but wearable.,5,Positive,Clothing,2017-11-20,Joshua6273,material average wearable
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2021-09-21,Marissa6136,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great!,3,Neutral,Clothing,2019-01-19,Reginald1020,fits perfectly looks great
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2023-09-20,Ryan3528,plot boring writing subpar
Fits perfectly and looks great!,4,Positive,Clothing,2015-08-19,Jessica8672,fits perfectly looks great
"The plot was boring, and the writing was subpar.",4,Positive,Books,2017-07-26,David5414,plot boring writing subpar
The material is average but wearable.,4,Positive,Clothing,2023-03-17,Lisa9128,material average wearable
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2016-08-14,William7065,book okay favorite genre would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2022-09-29,Julia7248,plot boring writing subpar would recommend anyone
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2021-04-04,Charles2691,stopped working week really disappointed
Terrible fit and poor quality fabric.,5,Positive,Clothing,2019-03-14,Denise8440,terrible fit poor quality fabric
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2016-12-15,Alex5796,product works perfectly highly recommended would definitely consider buying
The device is fine but nothing exceptional.,4,Positive,Electronics,2021-11-17,Michael9179,device fine nothing exceptional
An amazing read with a gripping story.,1,Negative,Books,2016-10-29,Blake3153,amazing read gripping story
"The plot was boring, and the writing was subpar.",5,Positive,Books,2020-10-31,Brianna9862,plot boring writing subpar
An amazing read with a gripping story. Loved it!,2,Negative,Books,2021-10-23,John5694,amazing read gripping story loved
The material is average but wearable.,3,Neutral,Clothing,2015-05-07,Amy6102,material average wearable
Fits perfectly and looks great!,1,Negative,Clothing,2022-10-16,Cheyenne9501,fits perfectly looks great
The device is fine but nothing exceptional.,1,Negative,Electronics,2018-04-23,Amber2590,device fine nothing exceptional
"The book is okay, but not my favorite genre.",4,Positive,Books,2018-08-07,Mark8617,book okay favorite genre
It stopped working after a week.,5,Positive,Electronics,2021-04-14,Allison2023,stopped working week
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2016-09-19,Ruth2694,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2023-09-09,Ricky4692,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre.",5,Positive,Books,2020-03-23,Jessica4780,book okay favorite genre
Fits perfectly and looks great!,4,Positive,Clothing,2019-03-27,Steven4335,fits perfectly looks great
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2021-07-11,Andrew9115,fits perfectly looks great would definitely consider buying
Terrible fit and poor quality fabric.,5,Positive,Clothing,2022-05-31,Andrew9780,terrible fit poor quality fabric
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2018-03-22,Desiree1786,stopped working week really disappointed would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2022-06-16,Joseph9399,material average wearable would recommend anyone
Fits perfectly and looks great!.,4,Positive,Clothing,2016-08-29,Amanda2741,fits perfectly looks great
This product works perfectly.,4,Positive,Electronics,2023-12-26,Brady4901,product works perfectly
It stopped working after a week.,5,Positive,Electronics,2015-12-06,Leah8093,stopped working week
Terrible fit and poor quality fabric.,2,Negative,Clothing,2021-08-29,Alicia9248,terrible fit poor quality fabric
An amazing read with a gripping story.,5,Positive,Books,2015-04-27,Jennifer6351,amazing read gripping story
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2022-07-14,Sandra2164,plot boring writing subpar would recommend anyone
"The book is okay, but not my favorite genre.",3,Neutral,Books,2023-09-05,Alyssa1801,book okay favorite genre
An amazing read with a gripping story. Loved it!,5,Positive,Books,2021-02-15,Michael7749,amazing read gripping story loved
Terrible fit and poor quality fabric. I would not recommend this to anyone.,1,Negative,Clothing,2019-08-01,Angie5049,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2019-01-07,Ana8816,fits perfectly looks great would definitely consider buying
An amazing read with a gripping story.,1,Negative,Books,2017-03-09,Tiffany4763,amazing read gripping story
Terrible fit and poor quality fabric.,5,Positive,Clothing,2016-05-17,John2143,terrible fit poor quality fabric
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2018-10-29,Matthew1570,fits perfectly looks great would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2016-07-19,Darrell3398,book okay favorite genre would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2022-01-19,Johnny6522,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2018-11-05,Lauren8039,device fine nothing exceptional would recommend anyone
"The book is okay, but not my favorite genre.",3,Neutral,Books,2017-05-03,Brett4610,book okay favorite genre
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2015-03-11,David6468,material average wearable would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2022-03-05,Michelle3127,fits perfectly looks great would definitely consider buying
An amazing read with a gripping story. Loved it!,1,Negative,Books,2019-07-18,Emily7637,amazing read gripping story loved
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2015-09-06,Timothy7195,fits perfectly looks great would definitely consider buying
Terrible fit and poor quality fabric.,2,Negative,Clothing,2020-07-01,Jason9768,terrible fit poor quality fabric
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2018-05-22,Charles4910,stopped working week really disappointed would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2019-11-09,Daniel1552,book okay favorite genre would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2023-05-05,Ashley1347,product works perfectly highly recommended would definitely consider buying
This product works perfectly.,3,Neutral,Electronics,2016-03-29,Patricia6797,product works perfectly
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2023-08-22,Samuel3414,fits perfectly looks great would definitely consider buying
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2015-09-23,William7352,stopped working week really disappointed
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2017-05-17,Frank6753,book okay favorite genre would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2021-08-17,Miguel2304,fits perfectly looks great would definitely consider buying
An amazing read with a gripping story.,2,Negative,Books,2017-08-27,Jonathan8685,amazing read gripping story
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2017-11-22,Cameron5494,stopped working week really disappointed
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2015-06-24,Todd6279,fits perfectly looks great would definitely consider buying
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2020-12-31,Andrew7445,material average wearable would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,2,Negative,Electronics,2022-12-27,Brian6909,product works perfectly highly recommended would definitely consider buying
An amazing read with a gripping story. Loved it!,5,Positive,Books,2019-08-29,Robert4134,amazing read gripping story loved
It stopped working after a week.,3,Neutral,Electronics,2018-06-30,Donald2127,stopped working week
